timestamp_utc,run_id,host,transport,parallelism,model,concurrency,max_tokens,prompt_chars,prompt_tokens_per_req,requests_ok,requests_failed,status,skip_reason,wall_s,total_prompt_tokens,total_completion_tokens,total_tps,ttft_mean_s,ttft_p50_s,ttft_p95_s,prefill_mean_s,decode_mean_s,decode_tps_mean,output_tps_mean,endpoint,socket_ifname,rdma_hca,vllm_extra_args,server_log,errors
2026-05-25T16:00:10+00:00,20260525T155832Z-qwen-peak,strix-1,solo,solo,Qwen/Qwen3-0.6B,256,256,8868,1603.000000,256,0,ok,,37.430803,410368,65536,1750.857435,2.398369,2.439959,2.447521,2.398369,34.985599,7.289007,6.847866,http://127.0.0.1:8000/v1/completions,,,,/tmp/vllm-pair-20260525T155832Z-qwen-peak/solo-Qwen_Qwen3-0.6B.log,
2026-05-25T16:02:14+00:00,20260525T155832Z-qwen-peak,strix-1,usb4_rdma,tp2,Qwen/Qwen3-0.6B,256,256,8868,1603.000000,256,0,ok,,31.738125,410368,65536,2064.898261,1.150382,1.480183,1.485677,1.150382,30.486694,8.365336,8.091829,http://127.0.0.1:8000/v1/completions,br0.lan/br0.lan,"usb4_rdma0,usb4_rdma1,usb4_rdma5,usb4_rdma6",,/tmp/vllm-pair-20260525T155832Z-qwen-peak/usb4_rdma-Qwen_Qwen3-0.6B.log,
